Port Name,State,Port Code,Border,Date,Measure,Value,Latitude,Longitude,Point
Brownsville,Texas,2301,US-Mexico Border,Apr 2025,Trucks,21798,25.952,-97.401,POINT (-97.40067 25.95155)
Richford,Vermont,203,US-Canada Border,Apr 2025,Rail Containers Loaded,109,45.012,-72.589,POINT (-72.588559 45.01174)
Highgate Springs,Vermont,212,US-Canada Border,Apr 2025,Bus Passengers,4707,45.015,-73.085,POINT (-73.085037 45.015414)
Champlain Rouses Point,New York,712,US-Canada Border,Apr 2025,Bus Passengers,17752,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Boundary,Washington,3015,US-Canada Border,Apr 2025,Trucks,35,49.001,-117.628,POINT (-117.627583 49.00075)
Madawaska,Maine,109,US-Canada Border,Apr 2025,Truck Containers Empty,979,47.36,-68.329,POINT (-68.328684 47.360052)
Fort Fairfield,Maine,107,US-Canada Border,Apr 2025,Pedestrians,89,46.765,-67.789,POINT (-67.789471 46.765323)
Fort Kent,Maine,110,US-Canada Border,Apr 2025,Truck Containers Empty,229,47.249,-68.604,POINT (-68.603918 47.249206)
Noonan,North Dakota,3420,US-Canada Border,Apr 2025,Trucks,94,48.999,-103.004,POINT (-103.004361 48.999333)
Portal,North Dakota,3403,US-Canada Border,Apr 2025,Buses,3,48.999,-102.552,POINT (-102.551944 48.998944)
Eastport,Idaho,3302,US-Canada Border,Apr 2025,Trains,108,49.001,-116.181,POINT (-116.181027 49.000555)
Sumas,Washington,3009,US-Canada Border,Apr 2025,Train Passengers,57,49.002,-122.265,POINT (-122.264805 49.002388)
Otay Mesa,California,2506,US-Mexico Border,Apr 2025,Truck Containers Empty,21009,32.55,-116.939,POINT (-116.938538 32.55033)
Hannah,North Dakota,3408,US-Canada Border,Apr 2025,Personal Vehicles,24,49.0,-98.694,POINT (-98.693777 49.000138)
Maida,North Dakota,3416,US-Canada Border,Apr 2025,Truck Containers Empty,1,49.0,-98.365,POINT (-98.36525 49.00025)
Tecate,California,2505,US-Mexico Border,Apr 2025,Personal Vehicles,87402,32.576,-116.626,POINT (-116.626216 32.576428)
Laredo,Texas,2304,US-Mexico Border,Apr 2025,Rail Containers Loaded,16759,27.5,-99.507,POINT (-99.507412 27.499561)
Presidio,Texas,2403,US-Mexico Border,Apr 2025,Truck Containers Loaded,1542,29.562,-104.395,POINT (-104.394907 29.561827)
Port Huron,Michigan,3802,US-Canada Border,Apr 2025,Rail Containers Empty,25253,42.999,-82.424,POINT (-82.423611 42.998611)
Buffalo Niagara Falls,New York,901,US-Canada Border,Apr 2025,Rail Containers Loaded,6776,43.095,-79.056,POINT (-79.055847 43.09549)
Van Buren,Maine,108,US-Canada Border,Apr 2025,Trucks,1045,47.16,-67.931,POINT (-67.930799 47.159645)
Eastport,Maine,103,US-Canada Border,Apr 2025,Truck Containers Empty,60,44.859,-66.98,POINT (-66.98007566 44.8594395785)
Hidalgo,Texas,2305,US-Mexico Border,Apr 2025,Truck Containers Loaded,87671,26.095,-98.271,POINT (-98.271092 26.095032)
Del Bonita,Montana,3322,US-Canada Border,Apr 2025,Truck Containers Empty,10,48.999,-112.788,POINT (-112.78825 48.998555)
Houlton,Maine,106,US-Canada Border,Apr 2025,Personal Vehicle Passengers,13665,46.135,-67.781,POINT (-67.781288 46.134879)
Sarles,North Dakota,3409,US-Canada Border,Apr 2025,Personal Vehicles,128,49.0,-98.938,POINT (-98.938361 49.000027)
Willow Creek,Montana,3325,US-Canada Border,Apr 2025,Personal Vehicle Passengers,274,49.0,-109.731,POINT (-109.731333 48.999972)
Norton,Vermont,211,US-Canada Border,Apr 2025,Rail Containers Loaded,493,45.011,-71.793,POINT (-71.793219 45.010771)
International Falls,Minnesota,3604,US-Canada Border,Apr 2025,Truck Containers Loaded,1741,48.608,-93.401,POINT (-93.401355 48.6078)
Noonan,North Dakota,3420,US-Canada Border,Apr 2025,Truck Containers Empty,94,48.999,-103.004,POINT (-103.004361 48.999333)
Naco,Arizona,2603,US-Mexico Border,Apr 2025,Trucks,237,31.334,-109.948,POINT (-109.948413 31.334084)
Beecher Falls,Vermont,206,US-Canada Border,Apr 2025,Trucks,704,45.013,-71.505,POINT (-71.505309 45.013411)
Detroit,Michigan,3801,US-Canada Border,Apr 2025,Bus Passengers,5069,42.332,-83.048,POINT (-83.047924 42.331685)
Frontier,Washington,3020,US-Canada Border,Apr 2025,Trucks,2101,49.0,-117.832,POINT (-117.831527 49.0005)
Danville,Washington,3012,US-Canada Border,Apr 2025,Truck Containers Empty,8,49.0,-118.504,POINT (-118.503722 49.000083)
Baudette,Minnesota,3424,US-Canada Border,Apr 2025,Truck Containers Loaded,21,48.719,-94.59,POINT (-94.590467 48.719109)
Boundary,Washington,3015,US-Canada Border,Apr 2025,Personal Vehicles,731,49.001,-117.628,POINT (-117.627583 49.00075)
Naco,Arizona,2603,US-Mexico Border,Apr 2025,Pedestrians,9462,31.334,-109.948,POINT (-109.948413 31.334084)
Dunseith,North Dakota,3422,US-Canada Border,Apr 2025,Trucks,1349,48.999,-100.052,POINT (-100.052166 48.999277)
Douglas,Arizona,2601,US-Mexico Border,Apr 2025,Truck Containers Empty,896,31.334,-109.56,POINT (-109.560344 31.334043)
Antler,North Dakota,3413,US-Canada Border,Apr 2025,Personal Vehicle Passengers,913,48.999,-101.296,POINT (-101.296055 48.999472)
Nogales,Arizona,2604,US-Mexico Border,Apr 2025,Personal Vehicle Passengers,599428,31.333,-110.943,POINT (-110.942516 31.332839)
Hannah,North Dakota,3408,US-Canada Border,Apr 2025,Truck Containers Empty,2,49.0,-98.694,POINT (-98.693777 49.000138)
Lukeville,Arizona,2602,US-Mexico Border,Apr 2025,Truck Containers Loaded,75,31.88,-112.817,POINT (-112.817077 31.880195)
San Luis,Arizona,2608,US-Mexico Border,Apr 2025,Truck Containers Empty,919,32.485,-114.782,POINT (-114.7822222 32.485)
Warroad,Minnesota,3423,US-Canada Border,Apr 2025,Truck Containers Empty,168,48.999,-95.377,POINT (-95.376555 48.999)
Raymond,Montana,3301,US-Canada Border,Apr 2025,Trucks,934,48.999,-104.574,POINT (-104.574333 48.999194)
International Falls,Minnesota,3604,US-Canada Border,Apr 2025,Buses,2,48.608,-93.401,POINT (-93.401355 48.6078)
Eastport,Idaho,3302,US-Canada Border,Apr 2025,Trucks,4432,49.001,-116.181,POINT (-116.181027 49.000555)
Jackman,Maine,104,US-Canada Border,Apr 2025,Truck Containers Loaded,3542,45.806,-70.397,POINT (-70.396722 45.805661)
Calexico East,California,2507,US-Mexico Border,Apr 2025,Rail Containers Empty,1247,32.673,-115.388,POINT (-115.388018 32.673389)
Fort Fairfield,Maine,107,US-Canada Border,Apr 2025,Truck Containers Loaded,77,46.765,-67.789,POINT (-67.789471 46.765323)
Fort Kent,Maine,110,US-Canada Border,Apr 2025,Bus Passengers,51,47.249,-68.604,POINT (-68.603918 47.249206)
Alcan,Alaska,3104,US-Canada Border,Apr 2025,Trucks,610,62.615,-141.001,POINT (-141.001444 62.614961)
Highgate Springs,Vermont,212,US-Canada Border,Apr 2025,Rail Containers Loaded,438,45.015,-73.085,POINT (-73.085037 45.015414)
Champlain Rouses Point,New York,712,US-Canada Border,Apr 2025,Trains,40,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Columbus,New Mexico,2406,US-Mexico Border,Apr 2025,Truck Containers Loaded,667,31.784,-107.628,POINT (-107.627948 31.783742)
Laredo,Texas,2304,US-Mexico Border,Apr 2025,Bus Passengers,67141,27.5,-99.507,POINT (-99.507412 27.499561)
Point Roberts,Washington,3017,US-Canada Border,Apr 2025,Personal Vehicles,44774,49.002,-123.068,POINT (-123.068055556 49.0020555547)
Grand Portage,Minnesota,3613,US-Canada Border,Apr 2025,Truck Containers Empty,365,48.001,-89.585,POINT (-89.58515 48.001427)
Laurier,Washington,3016,US-Canada Border,Apr 2025,Trains,4,49.0,-118.224,POINT (-118.223777 49.000083)
Buffalo Niagara Falls,New York,901,US-Canada Border,Apr 2025,Personal Vehicle Passengers,528953,43.095,-79.056,POINT (-79.055847 43.09549)
Eagle Pass,Texas,2303,US-Mexico Border,Apr 2025,Personal Vehicles,230034,28.705,-100.512,POINT (-100.511977 28.705483)
Northgate,North Dakota,3406,US-Canada Border,Apr 2025,Rail Containers Empty,136,48.999,-102.275,POINT (-102.27475 48.998833)
Otay Mesa,California,2506,US-Mexico Border,Apr 2025,Personal Vehicles,535230,32.55,-116.939,POINT (-116.938538 32.55033)
Sumas,Washington,3009,US-Canada Border,Apr 2025,Personal Vehicles,28834,49.002,-122.265,POINT (-122.264805 49.002388)
Metaline Falls,Washington,3025,US-Canada Border,Apr 2025,Trucks,608,49.0,-117.299,POINT (-117.299444 48.999972)
Sault Sainte Marie,Michigan,3803,US-Canada Border,Apr 2025,Truck Containers Empty,499,46.509,-84.361,POINT (-84.360833 46.508611)
Port Huron,Michigan,3802,US-Canada Border,Apr 2025,Buses,60,42.999,-82.424,POINT (-82.423611 42.998611)
Trout River,New York,715,US-Canada Border,Apr 2025,Rail Containers Empty,599,44.992,-74.308,POINT (-74.308172 44.992058)
Vanceboro,Maine,105,US-Canada Border,Apr 2025,Rail Containers Loaded,5944,45.569,-67.429,POINT (-67.428541 45.568761)
Calais,Maine,115,US-Canada Border,Apr 2025,Rail Containers Loaded,239,45.189,-67.275,POINT (-67.275381 45.188548)
Hidalgo,Texas,2305,US-Mexico Border,Apr 2025,Pedestrians,225097,26.095,-98.271,POINT (-98.271092 26.095032)
Neche,North Dakota,3404,US-Canada Border,Apr 2025,Trucks,262,49.001,-97.557,POINT (-97.557333 49.000527)
Metaline Falls,Washington,3025,US-Canada Border,Apr 2025,Pedestrians,2,49.0,-117.299,POINT (-117.299444 48.999972)
Sasabe,Arizona,2606,US-Mexico Border,Apr 2025,Pedestrians,43,31.483,-111.544,POINT (-111.544363 31.483039)
Walhalla,North Dakota,3407,US-Canada Border,Apr 2025,Truck Containers Empty,154,49.0,-97.908,POINT (-97.908416 49.000472)
Westhope,North Dakota,3419,US-Canada Border,Apr 2025,Truck Containers Empty,65,49.0,-101.017,POINT (-101.017277 48.999611)
Opheim,Montana,3317,US-Canada Border,Apr 2025,Truck Containers Loaded,6,49.0,-106.378,POINT (-106.377583 48.999527)
Kenneth G Ward,Washington,3023,US-Canada Border,Apr 2025,Truck Containers Empty,2881,49.002,-122.485,POINT (-122.485027 49.002277)
Rio Grande City,Texas,2307,US-Mexico Border,Apr 2025,Personal Vehicle Passengers,94150,26.366,-98.803,POINT (-98.802513 26.365761)
Nogales,Arizona,2604,US-Mexico Border,Apr 2025,Truck Containers Empty,8253,31.333,-110.943,POINT (-110.942516 31.332839)
Roseau,Minnesota,3426,US-Canada Border,Apr 2025,Truck Containers Loaded,299,49.0,-95.766,POINT (-95.766469 48.999538)
Porthill,Idaho,3308,US-Canada Border,Apr 2025,Personal Vehicles,4016,49.0,-116.499,POINT (-116.49925 48.999861)
Sherwood,North Dakota,3414,US-Canada Border,Apr 2025,Personal Vehicle Passengers,1562,48.999,-101.628,POINT (-101.627527 48.999305)
Opheim,Montana,3317,US-Canada Border,Apr 2025,Buses,1,49.0,-106.378,POINT (-106.377583 48.999527)
Vanceboro,Maine,105,US-Canada Border,Apr 2025,Truck Containers Empty,14,45.569,-67.429,POINT (-67.428541 45.568761)
Columbus,New Mexico,2406,US-Mexico Border,Apr 2025,Bus Passengers,906,31.784,-107.628,POINT (-107.627948 31.783742)
Blaine,Washington,3004,US-Canada Border,Apr 2025,Truck Containers Loaded,28842,48.994,-122.749,POINT (-122.748884 48.994045)
Ambrose,North Dakota,3410,US-Canada Border,Apr 2025,Personal Vehicles,57,48.999,-103.487,POINT (-103.486555 48.999305)
Derby Line,Vermont,209,US-Canada Border,Apr 2025,Personal Vehicles,18144,45.006,-72.099,POINT (-72.099279 45.005739)
Eagle Pass,Texas,2303,US-Mexico Border,Apr 2025,Truck Containers Loaded,24690,28.705,-100.512,POINT (-100.511977 28.705483)
Brownsville,Texas,2301,US-Mexico Border,Apr 2025,Personal Vehicle Passengers,784862,25.952,-97.401,POINT (-97.40067 25.95155)
Bridgewater,Maine,127,US-Canada Border,Apr 2025,Truck Containers Empty,246,46.45,-67.785,POINT (-67.78484 46.450335)
Douglas,Arizona,2601,US-Mexico Border,Apr 2025,Buses,16,31.334,-109.56,POINT (-109.560344 31.334043)
Hansboro,North Dakota,3415,US-Canada Border,Apr 2025,Personal Vehicle Passengers,433,49.0,-99.347,POINT (-99.346527 48.999583)
Tornillo,Texas,2404,US-Mexico Border,Apr 2025,Truck Containers Empty,803,31.435,-106.143,POINT (-106.142669 31.435334)
Northgate,North Dakota,3406,US-Canada Border,Apr 2025,Truck Containers Loaded,18,48.999,-102.275,POINT (-102.27475 48.998833)
Pinecreek,Minnesota,3425,US-Canada Border,Apr 2025,Trucks,4,49.0,-95.978,POINT (-95.977694 48.999916)
Lukeville,Arizona,2602,US-Mexico Border,Apr 2025,Bus Passengers,270,31.88,-112.817,POINT (-112.817077 31.880195)
Santa Teresa,New Mexico,2408,US-Mexico Border,Apr 2025,Bus Passengers,684,31.784,-106.679,POINT (-106.679437 31.783939)
Calais,Maine,115,US-Canada Border,Apr 2025,Pedestrians,404,45.189,-67.275,POINT (-67.275381 45.188548)
Calexico East,California,2507,US-Mexico Border,Apr 2025,Truck Containers Empty,18756,32.673,-115.388,POINT (-115.388018 32.673389)
Fortuna,North Dakota,3417,US-Canada Border,Apr 2025,Truck Containers Loaded,79,49.0,-103.809,POINT (-103.80925 48.999555)
El Paso,Texas,2402,US-Mexico Border,Apr 2025,Truck Containers Loaded,7223,31.764,-106.451,POINT (-106.451188 31.764363)
Jackman,Maine,104,US-Canada Border,Apr 2025,Rail Containers Loaded,2225,45.806,-70.397,POINT (-70.396722 45.805661)
Pembina,North Dakota,3401,US-Canada Border,Apr 2025,Rail Containers Loaded,8501,49.0,-97.237,POINT (-97.237036 49.000453)
Lancaster,Minnesota,3430,US-Canada Border,Apr 2025,Truck Containers Empty,215,49.0,-96.801,POINT (-96.800527 49.000194)
Champlain Rouses Point,New York,712,US-Canada Border,Apr 2025,Personal Vehicles,45550,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Oroville,Washington,3019,US-Canada Border,Apr 2025,Truck Containers Empty,674,49.0,-119.462,POINT (-119.461833 49.000083)
Laurier,Washington,3016,US-Canada Border,Apr 2025,Personal Vehicles,982,49.0,-118.224,POINT (-118.223777 49.000083)
Buffalo Niagara Falls,New York,901,US-Canada Border,Apr 2025,Train Passengers,1806,43.095,-79.056,POINT (-79.055847 43.09549)
International Falls,Minnesota,3604,US-Canada Border,Apr 2025,Personal Vehicles,10375,48.608,-93.401,POINT (-93.401355 48.6078)
St John,North Dakota,3405,US-Canada Border,Apr 2025,Trucks,3,48.999,-99.659,POINT (-99.659111 48.999277)
Presidio,Texas,2403,US-Mexico Border,Apr 2025,Buses,179,29.562,-104.395,POINT (-104.394907 29.561827)
Eastport,Maine,103,US-Canada Border,Apr 2025,Truck Containers Loaded,115,44.859,-66.98,POINT (-66.98007566 44.8594395785)
Raymond,Montana,3301,US-Canada Border,Apr 2025,Personal Vehicle Passengers,2231,48.999,-104.574,POINT (-104.574333 48.999194)
Scobey,Montana,3309,US-Canada Border,Apr 2025,Personal Vehicles,271,49.0,-105.408,POINT (-105.407638 48.999527)
Ysleta,Texas,2401,US-Mexico Border,Apr 2025,Personal Vehicle Passengers,533400,31.673,-106.335,POINT (-106.335449846028 31.6731261376859)
Sweetgrass,Montana,3310,US-Canada Border,Apr 2025,Rail Containers Empty,835,48.998,-111.96,POINT (-111.959611 48.998388)
Pembina,North Dakota,3401,US-Canada Border,Apr 2025,Trucks,19043,49.0,-97.237,POINT (-97.237036 49.000453)
El Paso,Texas,2402,US-Mexico Border,Apr 2025,Rail Containers Empty,6468,31.764,-106.451,POINT (-106.451188 31.764363)
Roosville,Montana,3318,US-Canada Border,Apr 2025,Trucks,655,49.0,-115.056,POINT (-115.056027 48.999638)
Piegan,Montana,3316,US-Canada Border,Apr 2025,Truck Containers Loaded,211,48.998,-113.379,POINT (-113.378777 48.998083)
Ogdensburg,New York,701,US-Canada Border,Apr 2025,Personal Vehicle Passengers,22225,44.733,-75.458,POINT (-75.4577501759 44.7330898624)
Limestone,Maine,118,US-Canada Border,Apr 2025,Personal Vehicles,658,46.925,-67.79,POINT (-67.789597 46.924555)
Van Buren,Maine,108,US-Canada Border,Apr 2025,Personal Vehicle Passengers,7812,47.16,-67.931,POINT (-67.930799 47.159645)
Ferry,Washington,3013,US-Canada Border,Apr 2025,Trucks,1,49.0,-118.761,POINT (-118.761166 49.000083)
Calexico,California,2503,US-Mexico Border,Apr 2025,Personal Vehicle Passengers,724961,32.673,-115.388,POINT (-115.388018 32.673389)
Whitlash,Montana,3321,US-Canada Border,May 2025,Personal Vehicle Passengers,91,48.997,-111.258,POINT (-111.257916 48.99725)
Buffalo Niagara Falls,New York,901,US-Canada Border,May 2025,Buses,870,43.095,-79.056,POINT (-79.055847 43.09549)
Vanceboro,Maine,105,US-Canada Border,May 2025,Truck Containers Empty,16,45.569,-67.429,POINT (-67.428541 45.568761)
Nogales,Arizona,2604,US-Mexico Border,May 2025,Trains,89,31.333,-110.943,POINT (-110.942516 31.332839)
Del Rio,Texas,2302,US-Mexico Border,May 2025,Truck Containers Empty,2277,29.327,-100.928,POINT (-100.927612 29.326784)
Calexico East,California,2507,US-Mexico Border,May 2025,Trains,21,32.673,-115.388,POINT (-115.388018 32.673389)
Progreso,Texas,2309,US-Mexico Border,May 2025,Personal Vehicles,128669,26.062,-97.95,POINT (-97.949958 26.062133)
Naco,Arizona,2603,US-Mexico Border,May 2025,Personal Vehicle Passengers,56944,31.334,-109.948,POINT (-109.948413 31.334084)
Massena,New York,704,US-Canada Border,May 2025,Truck Containers Empty,571,44.991,-74.74,POINT (-74.739722 44.990556)
Vanceboro,Maine,105,US-Canada Border,May 2025,Trains,42,45.569,-67.429,POINT (-67.428541 45.568761)
Highgate Springs,Vermont,212,US-Canada Border,May 2025,Truck Containers Empty,1664,45.015,-73.085,POINT (-73.085037 45.015414)
San Luis,Arizona,2608,US-Mexico Border,May 2025,Bus Passengers,3,32.485,-114.782,POINT (-114.7822222 32.485)
Port Huron,Michigan,3802,US-Canada Border,May 2025,Truck Containers Empty,10396,42.999,-82.424,POINT (-82.423611 42.998611)
Hidalgo,Texas,2305,US-Mexico Border,May 2025,Buses,865,26.095,-98.271,POINT (-98.271092 26.095032)
Alcan,Alaska,3104,US-Canada Border,May 2025,Personal Vehicle Passengers,10338,62.615,-141.001,POINT (-141.001444 62.614961)
Scobey,Montana,3309,US-Canada Border,May 2025,Truck Containers Empty,17,49.0,-105.408,POINT (-105.407638 48.999527)
Calais,Maine,115,US-Canada Border,May 2025,Truck Containers Empty,1227,45.189,-67.275,POINT (-67.275381 45.188548)
Progreso,Texas,2309,US-Mexico Border,May 2025,Trucks,5913,26.062,-97.95,POINT (-97.949958 26.062133)
Neche,North Dakota,3404,US-Canada Border,May 2025,Personal Vehicles,1189,49.001,-97.557,POINT (-97.557333 49.000527)
Otay Mesa,California,2506,US-Mexico Border,May 2025,Train Passengers,51,32.55,-116.939,POINT (-116.938538 32.55033)
Eagle Pass,Texas,2303,US-Mexico Border,May 2025,Rail Containers Empty,15534,28.705,-100.512,POINT (-100.511977 28.705483)
San Luis,Arizona,2608,US-Mexico Border,May 2025,Trucks,3535,32.485,-114.782,POINT (-114.7822222 32.485)
Sumas,Washington,3009,US-Canada Border,May 2025,Truck Containers Empty,4054,49.002,-122.265,POINT (-122.264805 49.002388)
Columbus,New Mexico,2406,US-Mexico Border,May 2025,Buses,84,31.784,-107.628,POINT (-107.627948 31.783742)
Frontier,Washington,3020,US-Canada Border,May 2025,Bus Passengers,180,49.0,-117.832,POINT (-117.831527 49.0005)
Jackman,Maine,104,US-Canada Border,May 2025,Train Passengers,81,45.806,-70.397,POINT (-70.396722 45.805661)
Limestone,Maine,118,US-Canada Border,May 2025,Pedestrians,1,46.925,-67.79,POINT (-67.789597 46.924555)
Alexandria Bay,New York,708,US-Canada Border,May 2025,Bus Passengers,2581,44.347,-75.984,POINT (-75.983592 44.347229)
Port Angeles,Washington,3007,US-Canada Border,May 2025,Buses,1,48.122,-123.431,POINT (-123.430694 48.121858)
Columbus,New Mexico,2406,US-Mexico Border,May 2025,Truck Containers Empty,207,31.784,-107.628,POINT (-107.627948 31.783742)
Highgate Springs,Vermont,212,US-Canada Border,May 2025,Train Passengers,28,45.015,-73.085,POINT (-73.085037 45.015414)
Northgate,North Dakota,3406,US-Canada Border,May 2025,Trucks,252,48.999,-102.275,POINT (-102.27475 48.998833)
Portal,North Dakota,3403,US-Canada Border,May 2025,Pedestrians,78,48.999,-102.552,POINT (-102.551944 48.998944)
Ysleta,Texas,2401,US-Mexico Border,May 2025,Personal Vehicles,328635,31.673,-106.335,POINT (-106.335449846028 31.6731261376859)
Roosville,Montana,3318,US-Canada Border,May 2025,Truck Containers Empty,194,49.0,-115.056,POINT (-115.056027 48.999638)
Turner,Montana,3306,US-Canada Border,May 2025,Trucks,40,49.0,-108.388,POINT (-108.387916 48.999527)
Jackman,Maine,104,US-Canada Border,May 2025,Buses,5,45.806,-70.397,POINT (-70.396722 45.805661)
Fort Fairfield,Maine,107,US-Canada Border,May 2025,Pedestrians,64,46.765,-67.789,POINT (-67.789471 46.765323)
Tecate,California,2505,US-Mexico Border,May 2025,Trucks,5174,32.576,-116.626,POINT (-116.626216 32.576428)
Algonac,Michigan,3814,US-Canada Border,May 2025,Personal Vehicle Passengers,4284,42.618,-82.531,POINT (-82.5311 42.6183)
Norton,Vermont,211,US-Canada Border,May 2025,Trains,9,45.011,-71.793,POINT (-71.793219 45.010771)
Norton,Vermont,211,US-Canada Border,May 2025,Train Passengers,6,45.011,-71.793,POINT (-71.793219 45.010771)
Bridgewater,Maine,127,US-Canada Border,May 2025,Personal Vehicles,1600,46.45,-67.785,POINT (-67.78484 46.450335)
San Ysidro,California,2504,US-Mexico Border,May 2025,Pedestrians,624701,32.543,-117.029,POINT (-117.028761 32.542528)
Sault Sainte Marie,Michigan,3803,US-Canada Border,May 2025,Trains,32,46.509,-84.361,POINT (-84.360833 46.508611)
Derby Line,Vermont,209,US-Canada Border,May 2025,Truck Containers Empty,915,45.006,-72.099,POINT (-72.099279 45.005739)
Rio Grande City,Texas,2307,US-Mexico Border,May 2025,Truck Containers Empty,267,26.366,-98.803,POINT (-98.802513 26.365761)
Presidio,Texas,2403,US-Mexico Border,May 2025,Pedestrians,15511,29.562,-104.395,POINT (-104.394907 29.561827)
Metaline Falls,Washington,3025,US-Canada Border,May 2025,Truck Containers Empty,506,49.0,-117.299,POINT (-117.299444 48.999972)
Sarles,North Dakota,3409,US-Canada Border,May 2025,Truck Containers Empty,22,49.0,-98.938,POINT (-98.938361 49.000027)
Detroit,Michigan,3801,US-Canada Border,May 2025,Trucks,91782,42.332,-83.048,POINT (-83.047924 42.331685)
Eagle Pass,Texas,2303,US-Mexico Border,May 2025,Trucks,35880,28.705,-100.512,POINT (-100.511977 28.705483)
Otay Mesa,California,2506,US-Mexico Border,May 2025,Pedestrians,287168,32.55,-116.939,POINT (-116.938538 32.55033)
Eastport,Maine,103,US-Canada Border,May 2025,Personal Vehicle Passengers,14178,44.859,-66.98,POINT (-66.98007566 44.8594395785)
Blaine,Washington,3004,US-Canada Border,May 2025,Trains,184,48.994,-122.749,POINT (-122.748884 48.994045)
Pembina,North Dakota,3401,US-Canada Border,May 2025,Rail Containers Loaded,7428,49.0,-97.237,POINT (-97.237036 49.000453)
Baudette,Minnesota,3424,US-Canada Border,May 2025,Bus Passengers,31,48.719,-94.59,POINT (-94.590467 48.719109)
Lancaster,Minnesota,3430,US-Canada Border,May 2025,Personal Vehicles,1107,49.0,-96.801,POINT (-96.800527 49.000194)
Laurier,Washington,3016,US-Canada Border,May 2025,Personal Vehicles,1400,49.0,-118.224,POINT (-118.223777 49.000083)
Madawaska,Maine,109,US-Canada Border,May 2025,Personal Vehicle Passengers,26957,47.36,-68.329,POINT (-68.328684 47.360052)
Skagway,Alaska,3103,US-Canada Border,May 2025,Personal Vehicles,5756,59.63,-135.164,POINT (-135.164444 59.629722)
Point Roberts,Washington,3017,US-Canada Border,May 2025,Truck Containers Empty,449,49.002,-123.068,POINT (-123.068055556 49.0020555547)
Blaine,Washington,3004,US-Canada Border,May 2025,Personal Vehicle Passengers,354133,48.994,-122.749,POINT (-122.748884 48.994045)
Baudette,Minnesota,3424,US-Canada Border,May 2025,Pedestrians,24,48.719,-94.59,POINT (-94.590467 48.719109)
Willow Creek,Montana,3325,US-Canada Border,May 2025,Personal Vehicle Passengers,424,49.0,-109.731,POINT (-109.731333 48.999972)
Houlton,Maine,106,US-Canada Border,May 2025,Trucks,7081,46.135,-67.781,POINT (-67.781288 46.134879)
Ogdensburg,New York,701,US-Canada Border,May 2025,Bus Passengers,49,44.733,-75.458,POINT (-75.4577501759 44.7330898624)
Boundary,Washington,3015,US-Canada Border,May 2025,Truck Containers Empty,3,49.001,-117.628,POINT (-117.627583 49.00075)
Andrade,California,2502,US-Mexico Border,May 2025,Pedestrians,35411,32.718,-114.728,POINT (-114.72832 32.718143)
St John,North Dakota,3405,US-Canada Border,May 2025,Personal Vehicles,495,48.999,-99.659,POINT (-99.659111 48.999277)
Eastport,Maine,103,US-Canada Border,May 2025,Pedestrians,27,44.859,-66.98,POINT (-66.98007566 44.8594395785)
Northgate,North Dakota,3406,US-Canada Border,May 2025,Personal Vehicle Passengers,896,48.999,-102.275,POINT (-102.27475 48.998833)
Roma,Texas,2310,US-Mexico Border,May 2025,Pedestrians,17727,26.404,-99.019,POINT (-99.018981 26.403928)
Champlain Rouses Point,New York,712,US-Canada Border,May 2025,Rail Containers Empty,416,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Sweetgrass,Montana,3310,US-Canada Border,May 2025,Personal Vehicles,8758,48.998,-111.96,POINT (-111.959611 48.998388)
Van Buren,Maine,108,US-Canada Border,May 2025,Train Passengers,98,47.16,-67.931,POINT (-67.930799 47.159645)
Dalton Cache,Alaska,3106,US-Canada Border,May 2025,Truck Containers Empty,64,59.451,-136.362,POINT (-136.361944 59.450556)
Morgan,Montana,3319,US-Canada Border,May 2025,Truck Containers Empty,8,49.0,-107.832,POINT (-107.831819 48.999829)
Nighthawk,Washington,3011,US-Canada Border,May 2025,Personal Vehicles,269,49.0,-119.671,POINT (-119.67103 49.000144)
El Paso,Texas,2402,US-Mexico Border,May 2025,Trains,109,31.764,-106.451,POINT (-106.451188 31.764363)
Sasabe,Arizona,2606,US-Mexico Border,May 2025,Personal Vehicles,1676,31.483,-111.544,POINT (-111.544363 31.483039)
Port Huron,Michigan,3802,US-Canada Border,May 2025,Buses,69,42.999,-82.424,POINT (-82.423611 42.998611)
Douglas,Arizona,2601,US-Mexico Border,May 2025,Personal Vehicle Passengers,241330,31.334,-109.56,POINT (-109.560344 31.334043)
Sherwood,North Dakota,3414,US-Canada Border,May 2025,Truck Containers Empty,202,48.999,-101.628,POINT (-101.627527 48.999305)
Warroad,Minnesota,3423,US-Canada Border,May 2025,Personal Vehicles,6798,48.999,-95.377,POINT (-95.376555 48.999)
El Paso,Texas,2402,US-Mexico Border,May 2025,Buses,1164,31.764,-106.451,POINT (-106.451188 31.764363)
Antler,North Dakota,3413,US-Canada Border,May 2025,Trucks,51,48.999,-101.296,POINT (-101.296055 48.999472)
Pembina,North Dakota,3401,US-Canada Border,May 2025,Trucks,19352,49.0,-97.237,POINT (-97.237036 49.000453)
Boundary,Washington,3015,US-Canada Border,May 2025,Personal Vehicle Passengers,1442,49.001,-117.628,POINT (-117.627583 49.00075)
