Port Name,State,Port Code,Border,Date,Measure,Value,Latitude,Longitude,Point
Port Huron,Michigan,3802,US-Canada Border,Apr 2025,Personal Vehicle Passengers,105689,42.999,-82.424,POINT (-82.423611 42.998611)
Calexico East,California,2507,US-Mexico Border,Apr 2025,Buses,36,32.673,-115.388,POINT (-115.388018 32.673389)
Van Buren,Maine,108,US-Canada Border,Apr 2025,Truck Containers Empty,373,47.16,-67.931,POINT (-67.930799 47.159645)
Kenneth G Ward,Washington,3023,US-Canada Border,Apr 2025,Trucks,3320,49.002,-122.485,POINT (-122.485027 49.002277)
Whitlash,Montana,3321,US-Canada Border,Apr 2025,Trucks,3,48.997,-111.258,POINT (-111.257916 48.99725)
Houlton,Maine,106,US-Canada Border,Apr 2025,Truck Containers Empty,870,46.135,-67.781,POINT (-67.781288 46.134879)
Frontier,Washington,3020,US-Canada Border,Apr 2025,Truck Containers Empty,1328,49.0,-117.832,POINT (-117.831527 49.0005)
Laredo,Texas,2304,US-Mexico Border,Apr 2025,Truck Containers Loaded,424798,27.5,-99.507,POINT (-99.507412 27.499561)
Baudette,Minnesota,3424,US-Canada Border,Apr 2025,Personal Vehicles,8077,48.719,-94.59,POINT (-94.590467 48.719109)
Blaine,Washington,3004,US-Canada Border,Apr 2025,Bus Passengers,8910,48.994,-122.749,POINT (-122.748884 48.994045)
San Luis,Arizona,2608,US-Mexico Border,Apr 2025,Buses,2,32.485,-114.782,POINT (-114.7822222 32.485)
Derby Line,Vermont,209,US-Canada Border,Apr 2025,Buses,94,45.006,-72.099,POINT (-72.099279 45.005739)
Raymond,Montana,3301,US-Canada Border,Apr 2025,Personal Vehicles,1091,48.999,-104.574,POINT (-104.574333 48.999194)
Massena,New York,704,US-Canada Border,Apr 2025,Trucks,1467,44.991,-74.74,POINT (-74.739722 44.990556)
Highgate Springs,Vermont,212,US-Canada Border,Apr 2025,Truck Containers Empty,1589,45.015,-73.085,POINT (-73.085037 45.015414)
Brownsville,Texas,2301,US-Mexico Border,Apr 2025,Rail Containers Empty,5493,25.952,-97.401,POINT (-97.40067 25.95155)
Nogales,Arizona,2604,US-Mexico Border,Apr 2025,Rail Containers Empty,3628,31.333,-110.943,POINT (-110.942516 31.332839)
Eagle Pass,Texas,2303,US-Mexico Border,Apr 2025,Bus Passengers,18100,28.705,-100.512,POINT (-100.511977 28.705483)
Naco,Arizona,2603,US-Mexico Border,Apr 2025,Personal Vehicles,27245,31.334,-109.948,POINT (-109.948413 31.334084)
Tornillo,Texas,2404,US-Mexico Border,Apr 2025,Trucks,1974,31.435,-106.143,POINT (-106.142669 31.435334)
Sault Sainte Marie,Michigan,3803,US-Canada Border,Apr 2025,Personal Vehicles,23143,46.509,-84.361,POINT (-84.360833 46.508611)
Nogales,Arizona,2604,US-Mexico Border,Apr 2025,Trucks,40739,31.333,-110.943,POINT (-110.942516 31.332839)
Hansboro,North Dakota,3415,US-Canada Border,Apr 2025,Buses,1,49.0,-99.347,POINT (-99.346527 48.999583)
Antler,North Dakota,3413,US-Canada Border,Apr 2025,Truck Containers Empty,43,48.999,-101.296,POINT (-101.296055 48.999472)
Columbus,New Mexico,2406,US-Mexico Border,Apr 2025,Trucks,628,31.784,-107.628,POINT (-107.627948 31.783742)
Derby Line,Vermont,209,US-Canada Border,Apr 2025,Truck Containers Loaded,10178,45.006,-72.099,POINT (-72.099279 45.005739)
Walhalla,North Dakota,3407,US-Canada Border,Apr 2025,Truck Containers Loaded,202,49.0,-97.908,POINT (-97.908416 49.000472)
Beecher Falls,Vermont,206,US-Canada Border,Apr 2025,Personal Vehicles,2050,45.013,-71.505,POINT (-71.505309 45.013411)
Calais,Maine,115,US-Canada Border,Apr 2025,Personal Vehicles,26849,45.189,-67.275,POINT (-67.275381 45.188548)
Oroville,Washington,3019,US-Canada Border,Apr 2025,Personal Vehicle Passengers,11245,49.0,-119.462,POINT (-119.461833 49.000083)
Ferry,Washington,3013,US-Canada Border,Apr 2025,Personal Vehicle Passengers,1056,49.0,-118.761,POINT (-118.761166 49.000083)
Richford,Vermont,203,US-Canada Border,Apr 2025,Personal Vehicles,3298,45.012,-72.589,POINT (-72.588559 45.01174)
Pembina,North Dakota,3401,US-Canada Border,Apr 2025,Personal Vehicles,10979,49.0,-97.237,POINT (-97.237036 49.000453)
Fortuna,North Dakota,3417,US-Canada Border,Apr 2025,Personal Vehicles,669,49.0,-103.809,POINT (-103.80925 48.999555)
Eagle Pass,Texas,2303,US-Mexico Border,Apr 2025,Rail Containers Loaded,19677,28.705,-100.512,POINT (-100.511977 28.705483)
Laurier,Washington,3016,US-Canada Border,Apr 2025,Trucks,570,49.0,-118.224,POINT (-118.223777 49.000083)
Brownsville,Texas,2301,US-Mexico Border,Apr 2025,Buses,333,25.952,-97.401,POINT (-97.40067 25.95155)
Sasabe,Arizona,2606,US-Mexico Border,Apr 2025,Personal Vehicle Passengers,3261,31.483,-111.544,POINT (-111.544363 31.483039)
Northgate,North Dakota,3406,US-Canada Border,Apr 2025,Personal Vehicle Passengers,782,48.999,-102.275,POINT (-102.27475 48.998833)
Calais,Maine,115,US-Canada Border,Apr 2025,Truck Containers Loaded,5295,45.189,-67.275,POINT (-67.275381 45.188548)
Kenneth G Ward,Washington,3023,US-Canada Border,Apr 2025,Bus Passengers,33,49.002,-122.485,POINT (-122.485027 49.002277)
Sumas,Washington,3009,US-Canada Border,Apr 2025,Rail Containers Empty,298,49.002,-122.265,POINT (-122.264805 49.002388)
Roma,Texas,2310,US-Mexico Border,Apr 2025,Personal Vehicle Passengers,147965,26.404,-99.019,POINT (-99.018981 26.403928)
Port Angeles,Washington,3007,US-Canada Border,Apr 2025,Buses,6,48.122,-123.431,POINT (-123.430694 48.121858)
Opheim,Montana,3317,US-Canada Border,Apr 2025,Personal Vehicle Passengers,175,49.0,-106.378,POINT (-106.377583 48.999527)
Piegan,Montana,3316,US-Canada Border,Apr 2025,Personal Vehicle Passengers,7504,48.998,-113.379,POINT (-113.378777 48.998083)
Ysleta,Texas,2401,US-Mexico Border,Apr 2025,Truck Containers Empty,20065,31.673,-106.335,POINT (-106.335449846028 31.6731261376859)
Tecate,California,2505,US-Mexico Border,Apr 2025,Pedestrians,79640,32.576,-116.626,POINT (-116.626216 32.576428)
